np_tag_id,record_id,table_id,title,description
678,833,1,"Young AdultFEMALE",""
679,834,1,"Young AdultMALE",""
680,835,1,"1.4.1",""
681,836,1,"SP_ACS_BSRVH2O",""
682,837,1,"RURAL",""
683,838,1,"URBAN",""
684,839,1,"SP_ACS_BSRVSAN",""
685,841,1,"RURAL",""
686,842,1,"URBAN",""
687,843,1,"13.1.1",""
688,844,1,"VC_DSR_AFFCT",""
689,845,1,"VC_DSR_DAFF",""
690,847,1,"VC_DSR_IJILN",""
691,849,1,"VC_DSR_MISS",""
692,851,1,"VC_DSR_MMHN",""
693,853,1,"VC_DSR_MORT",""
694,855,1,"VC_DSR_MTMP",""
695,857,1,"VC_DSR_PDAN",""
696,859,1,"VC_DSR_PDLN",""
697,861,1,"VC_DSR_PDYN",""
698,863,1,"13.1.2",""
699,864,1,"SG_DSR_LGRGSR",""
700,865,1,"17.1.1",""
701,866,1,"GR_G14_GDP",""
702,867,1,"GR_G14_XDC",""
703,869,1,"17.1.2",""
704,870,1,"GC_GOB_TAXD",""
705,871,1,"6.1.1",""
706,872,1,"SH_H2O_SAFE",""
707,873,1,"RURAL",""
708,874,1,"URBAN",""
709,875,1,"6.2.1",""
710,876,1,"SH_SAN_DEFECT",""
711,877,1,"RURAL",""
712,878,1,"URBAN",""
713,879,1,"SH_SAN_HNDWSH",""
714,881,1,"RURAL",""
715,882,1,"URBAN",""
716,883,1,"SH_SAN_SAFE",""
717,885,1,"RURAL",""
718,886,1,"URBAN",""
719,887,1,"6.4.1",""
720,888,1,"ER_H2O_WUEYST",""
721,889,1,"INDUSTRIES",""
722,890,1,"ISIC4_A01_A0210_A0322",""
723,891,1,"ISIC4_GTT",""
724,892,1,"2010",""
725,893,1,"1.1.1",""
726,894,1,"SI_POV_DAY1",""
727,895,1,"ChildALLAREABOTHSEX",""
728,896,1,"ElderlyALLAREABOTHSEX",""
729,897,1,"ALLAREABOTHSEX",""
730,898,1,"ALLAREAFEMALE",""
731,899,1,"ALLAREAMALE",""
732,900,1,"RURALBOTHSEX",""
733,901,1,"URBANBOTHSEX",""
734,902,1,"SI_POV_EMP1",""
735,904,1,"AdultFEMALE",""
736,905,1,"AdultMALE",""
737,906,1,"Young AdultBOTHSEX",""
738,907,1,"Young AdultFEMALE",""
739,908,1,"Young AdultMALE",""
740,909,1,"1.4.1",""
741,910,1,"SP_ACS_BSRVH2O",""
742,911,1,"RURAL",""
743,912,1,"URBAN",""
744,913,1,"SP_ACS_BSRVSAN",""
745,915,1,"RURAL",""
746,916,1,"URBAN",""
747,917,1,"13.1.1",""
748,918,1,"VC_DSR_AFFCT",""
749,919,1,"VC_DSR_DAFF",""
750,921,1,"VC_DSR_IJILN",""
751,923,1,"VC_DSR_MISS",""
